Gene	uvb1_S1	uvb2_S2	uvb3_S3	uvb4_S4	clone2a_S5	clone2b_S6	clone2c_S7	clone2d_S8
PLD4	0	0	5.79588	37.9218	0	0	1.98664	12.7077
RADIL	57.8764	54.9246	3.68399	89.4968	114.331	123.835	73.9986	16.1057
CREB3L1	0	0	0	0	0	0	0	0
TOP2B	21.7578	0	10.2834	26.8208	100.212	0	1.96343	29.2007
ST6GALNAC3	2.00449	0	13.5177	7.59111	30.0468	26.2919	23.362	31.0251
FAM53A	0	0	15.4135	0	0	0	0	3.08081
PRAF2	514.638	374.963	606.36	345.15	543.6	529.732	162.423	107.251
HEY2	0	0	0	0	0	0	0	0
SCGB1B24	0	0	0	0	0	0	0	0
GTF3C6	0	0	0	0	0	0	0	0
GM28463	0	0	0	0	0	0	4.69732	0
BRF1	12.2886	0.103553	0.575024	0.0378827	0.19013	0	4.28177	30.5999
DDX23	0	0	5.37945	0	0	0.397478	0	0
C130026L21RIK	0.0391668	0.000114813	24.3143	4.81365	41.2402	0	9.45914	0.0163063
FAM160A1	0	0	1.84261	100.129	0	0	0	0
SEC61G	0	0	0	0	0	0	0	0
TMEM109	0.36777	5.20398	0.400916	0.27434	14.6901	0	0.150327	9.42067
NID1	0	0	17.2737	7.53009	0.140507	0	0.0798194	0
GM46190	0	0	0	0	0	0	0	0
CBLL1	114.376	92.3894	100.151	100.781	209.684	54.4449	74.4786	132.38
GM12953	0	0	0	0	0	0	0	0
GABPA	160.868	230.446	76.2267	23.5963	496.136	21.2623	99.3231	158.6
GM12169	0	0	0	0	0	0	0	0
GM45571	7.01901	4.62909	4.99031	1.54922	4.10575	12.8248	8.20227	5.75256
GM11274	0	0	0	0	0	0	0	0
OCSTAMP	0	0	0	0	0	0	0	0
NAXD	0	10.7447	29.287	32.4092	0	0	31.8855	17.9741
ZFR2	0	0	0	0	0	0	0.0364295	0
RHOB	0	0	0	0	0	0	0	0
GSTT3	49.8685	0	27.2841	16.2786	0	121.837	0.118662	27.8915
GM3466	0	0	0	0	0	0	0	0
GCM1	0	0	0	0	0	0	0	0
ARHGAP27OS2	0	0	3.64529	0	0	0	0	0
1700003E16RIK	0.0212477	2.11906	0.0049143	6.02965	1.79004	5.25281	4.4213	9.74759
GM37071	0	0	0	0	0	0	0	0
WASHC2	0.144948	0	3.80557	0.519843	0	0.175406	0.752398	2.75276
EPAS1	4.48551	0.0504202	0.230385	0.0221714	0.0365207	0	0	0
RPS2-PS6	0	0	0	0	0.0237089	0	0	0
AC114585.2	0	0	0	0	0	0	28.3475	10.8048
VMN1R58	159.952	112.337	178.297	217.26	0	0	114.628	171.071
DIAPH3	10.2583	14.6868	4.72761	5.20966	19.0297	7.76872	18.1812	7.08161
GMPPB	2.08808	0	0.116212	10.8477	6.99492	0	14.9589	10.3169
BTBD35F26	0	0	0	0	0	0	0	0
PTPN18	0	0	26.1861	0	12.433	0	3.54323	0.960807
FGF12	0	0	0	0	0	0	0	0
ADAMTS9	0	0	2.29844	0	0	0	0	8.84576
UBA5	15.0602	22.7399	24.5948	11.6845	12.4081	0.0390597	17.0199	24.097
STAT5A	154.263	96.9457	108.422	96.5186	140.732	87.2695	148.545	113.654
GM29481	0	0	0	0	0	0	0	0
NFKB1	2.49871e-05	0	0	0	0	0	45.1345	44.6199
MED9	0	0	0	0	0	0	0	0
TXNDC9	0.29424	101.276	32.5487	42.2293	86.7069	0	94.5594	59.9554
CFD	0	0	0	0	0	0	0	0
AL691513.1	0	0	0	0	0	0	0	0
2900042G08RIK	0	4.75218	56.0011	0	0	0	36.0255	1.00668
ITGA1	0.138292	62.3951	50.7112	135.373	0	0	47.6394	1.98436
CAMP	0	0	0	0	0	0	0	0
AC114603.2	0.0552119	0.0500366	1.87225	0.03364	0.0461813	0.0308577	0.000923206	0.0180082
FCER1A	8.56873	0	9.46979	18.1477	1.06388	0	4.86954	1.8276
GM39317	0	0	0	0	0	0	0	0
JAG2	16.8002	0	20.7081	7.11579	5.27235	0	17.9903	11.1804
4930512B01RIK	0	0	0	0	0	0	0	0
GM43324	0	0	0	0	0	0	0	0
LPCAT4	65.241	46.3005	28.7518	59.437	2.40134	0	71.2699	26.4523
TPRKB	0	15.6916	0	18.5092	0	0	7.75496	9.08855
GM17066	0	0	0	0	0	0	0	0
GPR160	0	0	1.30493	0	0	0	16.9047	0.820797
CDIPT	27.2238	0	0.537392	0.478051	0.445849	0	19.0305	46.4823
TMCO4	0	0	0	0	0	0	0	0
GM43061	0	0	0	0	0	0	0	0
COL9A1	0	0	0	0	0	0	0	0
HSD3B5	0	0	0	0	0	0	0	0
SKINT10	8.48784e-10	0	0	0	0	0	4.33088e-09	2.48958e-10
GM17821	0	0	0	0	0	0	0	0
COIL	13.2805	30.5301	26.3741	0.0671401	0.0557518	0.140171	0.0390431	29.1662
SPATA31D1D	1.11489	0.330293	0	0.016057	6.48136	0.002474	0.591922	1.70299
OLFR643	0	0	0	0	0	0	0	0
KLK11	0.00416856	44.5932	0.132207	0.369326	0.746132	0.63581	3.71837	49.2568
SEC14L4	7.07095	219.178	41.3281	37.5183	47.971	0	79.063	70.6493
CEACAM10	56.57	41.264	55.1717	47.0848	5.03841	6.69057e-07	57.2419	65.6325
TWF1	0	164.253	0	11.7014	23.877	395.137	6.45028	4.47687
ALG11	0.28344	11.834	0	0	6.25269	0	7.08577	0
CPD	0	0	0	0	0	0	0	0.443054
VMN2R-PS108	0	0	0.0240906	0.745994	0	0	0	0.658025
ACTR1B	0	17.1309	1.24805	0	0	0.111741	2.83712	7.64862
PRSS8	0	0	0	0	0.0841532	0	4.32395	4.22496
METTL18	12.8358	15.0897	18.861	4.71786	16.7037	0	15.815	24.6411
GM7993	0	0	0	0	0	0	0	0.436061
CLEC18A	0	0	75.3458	23.2577	0	0	0	0.698308
BUD31	88.4644	5.32287	12.6852	85.4668	0	0	33.154	32.4384
ZFP472	38.9438	11.2399	40.6799	44.4335	3.95441	74.4268	41.8628	43.9075
COX5B	0	3.60472	1.43003	0	0	0	3.14451	1.54333
OLFR700	0	1.11288	0	2.63092	0	0	0	0
CP	9.38879	7.51837	17.1681	7.18244	27.4531	63.7203	5.26153	30.8075
SPIRE1	16.3802	28.0505	18.382	27.8828	2.05672	61.1443	28.6706	23.2185
TADA2A	0	0	0	11.7108	0	0	0	0
CT025533.1	15.5846	15.5298	8.63628	3.73072	5.60384	24.2992	8.69628	16.4602
F2	0	0	0	0	0	0	0	0
AC154484.2	0	0.50016	4.82774	1.03293	0	0	0	5.93552
LGMN	5.30626	0	0.544999	7.5362	2.01482	0	3.35475	2.89809
SIRPB1B	0	0	0	0	0	0	0	0
GM16291	0	0	0	4.20269	0	0	0	5.39544
GM11910	0	0	0	0	0	0	0.139518	0
VMN2R-PS70	0	0	0	0	0	0	0	0
GLB1	0	0	0	0	0	0	0	4.76894
TXN2	120.121	87.7494	84.5629	64.1609	57.7385	57.4264	105.361	134.465
TMEM134	0.0609642	0	0.0160628	0	0.0845102	0	0.00704393	0
NOP58	0.00483342	11.3022	0.578348	3.92171	0.00828003	1.01705	17.5138	3.39036
COA6	0.00254186	0	0.0064631	0.000468264	0	0.0704169	0.000609485	0
NAV3	0	0	0	10.6502	0	0	0	38.2072
GM5664	3.13933	9.54408	5.76959	8.15059	0	0	8.7591	1.47833
4930532M18RIK	0	0	0.851534	1.41093	9.05526	0	2.13217	2.30448
1700018F24RIK	0	0	0	0	0	0	0	0
GM9985	0	0	0	0	0	0	0	0
CXCL13	0	0	0	0.0361219	0	0	0	0.061241
OLFR290	0	0	0	0	0	0	0	0
OLFR1537	0	0	5.31518e-06	3.12372e-08	3.43733e-07	0	3.92176e-07	1.24343e-07
SBNO1	226.666	385.794	107.048	275.437	456.148	7.49203	143.716	238.28
MIR6915	0	0	0	0	0	0	0	0
GM11472	0	58.3029	30.6363	18.3242	19.7367	40.7677	81.6579	34.6306
4930563D23RIK	0	0	0	0	0	0	0	0
GM43551	0	0	0	0	0	0	0	4.86974
E2F8	8.12379	0	0.154322	0	0	0	20.4097	2.29957
GM19080	8.34262	21.0721	35.145	9.14739	0	0	0.931265	0
ZFP788	20.6215	180.266	177.392	94.047	7.76551	224.57	153.086	99.2961
GM12569	0	0	0	0	0	0	0	0
GM43091	0	0	0	0	0	0	0	0
GM11665	0	0	0	0	0	0	8.13364e-09	6.20645
D630023F18RIK	0	0	0	0	0	0	0	3.6996
FBLIM1	21.9941	46.6496	25.5358	51.1938	9.0296	63.8074	67.0377	115.808
GM14371	0	0	0	3.80373	0	0	0	0
GM47169	0	0	0	0	0	0	0	0
MSANTD2	0	0	0.00617625	0.0427157	0	0	6.59544	0.384665
NIPSNAP3B	0	0	0	0	14.47	0	0	0
LYSMD1	0	0	0	0	0	0	0	0
EPM2AIP1	0	0	9.10454	0	0	0	0	1.84476
GM12796	2.00708	0	2.71669	0	3.57485	0	0	0
GM12180	0	0	0	0	0	0	0	0
RUFY4	0	0	0	0	0	0	0	11.6634
GM26969	0	0	0	0.00987112	0	0	0.0108179	1.27801
GATAD2A	38.2242	29.2	36.7006	16.1206	19.4493	16.5352	7.02921	65.4514
GM44863	0	0	0	0	0	0	0	0
GM8420	0	0	0	0	0	0	0	0
KCNMB4OS1	11.1705	2.661	7.36462	0.194917	0	0	5.0021	2.18145
5830428M24RIK	0	0	0	0	0	0	0	0
GM47921	0	0	0	0	0	0	0	0
ZEB2	44.6621	98.6252	150.669	119.231	187.594	35.8698	158.591	335.845
GM15452	0	0	27.074	47.9001	0	0	0.314354	0
SVAL2	70.1163	108.997	77.5411	20.1386	82.4914	47.5892	46.7586	43.5653
FBXO39	0	0	0	0	0	0	0	0
CDH20	0	0	9.97992	10.6453	0	0	6.41505	3.19943
ABCA5	22.3476	6.31382	13.6282	26.9697	0.30715	0	7.69471	15.8497
MSL3L2	0	0	0	65.6437	0	0.059862	0	0
TBC1D9B	23.7867	37.595	0	0.0827002	0	8.75313	4.71661	22.6316
ATP8B4	25.7614	12.0636	17.6742	9.90986	17.0093	0	8.78858	26.8204
GM26861	75.0441	0.1253	39.1083	109.636	24.3141	0	0	38.9034
POMT2	479.111	404.979	461.855	650.515	451.051	801.105	571.469	809.165
FBXO17	71.1261	5.72145e-07	23.8549	22.4088	29.1471	0	11.7152	0.0823897
TIMM9	88.5116	0	3.41523	0.509871	0.413401	0	4.89806	17.8982
GM46142	0	0	0	0	0	0	0	0
REXO1	3.84826	80.7039	0	0.0609092	0.277803	0.084545	24.9062	1.72215
ADORA2A	3.77594e-05	0	0	1.86932e-05	0	0	9.12302	8.95823
PAFAH1B2	27.2901	154.195	0.000582844	40.7887	0	0	91.2558	27.5848
CTSL	0	0	0	0.010631	0	0	0	0
GM18244	0	0	0	0	0	0	0	6.19564
GM27405	0	0	0	0	0	0	0	0
KLF14	0	0	0	0	0	0	0	0
GM28123	0	0	0	0	0	0	0	0
GM12787	0	0	0	0	0	0	0	0
GM27335	0	0	0	0	0	0	0	0
5330438D12RIK	80.1217	68.5434	116.59	72.0151	79.5101	35.6512	91.8321	109.214
AC166164.2	55.461	41.3099	87.4289	0.224492	134.824	164.714	0	29.9272
APLP2	0	0.15035	0.0880308	0.306395	0	0	0.730758	0.309332
GM13431	0	0	0	24.5527	0	0	0	0
SLC35A5	19.8914	21.8676	14.8266	10.5783	19.8306	0	9.90571	22.6573
GM29022	0	0	0	0	0	0	0	0
LT629151.15	22.6496	159.399	52.0145	30.414	47.197	69.5936	72.524	105.613
TTYH3	0	0	136.327	15.7535	0	0	0	0.0448629
RNF146	0	0	15.857	0	0	0	0	0
GAS5	12.0098	117.938	177.971	108.99	20.4768	0	36.1072	166.704
FGD4	0.268618	152.831	44.281	74.8309	57.42	285.743	87.9767	37.5467
FEZ1	150.819	160.781	11.4583	16.5584	24.1775	0.804253	26.8404	19.8669
GM14239	10.5418	32.6281	17.2163	5.23279	65.7002	0	0	32.5767
DSP	0	0	0	0	0	0	0	0
SBF2	225.648	0.0119135	143.785	497.422	70.6085	0	0.000497078	86.6969
ARID5A	49.0079	50.3893	17.6723	28.77	53.9828	61.4466	23.9927	16.2396
SPEN	41.5978	43.4241	65.6981	34.1549	35.1836	49.6205	42.2148	38.6472
MIR6385	12.604	0	0	0	11.2399	25.4324	0	0.0158286
N4BP3	20.1541	0.017975	34.5541	21.4173	7.21834	25.2836	59.3289	33.972
C1QL4	0	0	0	0	0	0	0	0
GM43125	0	0	0.213291	0	0	30.9501	0	0
SS18L1	0	0	0.408877	0.308121	0	0	0.284518	0
AC130671.2	0	0	0	0	0	0	0	0
TCP1	0	12.9565	32.4475	18.0793	0	0	0	26.3212
GM46136	0	0	0	0	0	0	0	0
GM27490	0.136933	0	0.664158	3.64618	0	0	0.198523	0.0790858
GM10024	0	0	0.0844583	0	0	0	0	0
GM35035	0	0	0	0	0	0	0	0
GM44745	0	0	0	0	0	0	0	0
GM42906	0	0	0	0	0	0	0	0
SUMF1	57.8708	38.3553	76.0401	62.2747	4.39242	14.7198	25.9893	37.7708
GM15574	0	0	0	0	0	0	0	0
GM29204	0	0	7.41471	7.5124	0	0	1.41137	0
MNDAL	110.511	14.1567	0.166884	0	0	0	11.7945	24.0824
YARS	29.0809	0	1.29221	0.0231952	0.35422	0	4.90854	2.90249
GM45570	0	0	26.9719	0	48.2115	0	0	21.8716
GM14353	0	0	0	0	0	0	0	0
GM9086	0	0	0	0	0	0	0	0
TAS2R102	0	0	0	0	0	0	0	0
NAGA	16.0243	1.22401	102.491	82.9548	24.3896	0	33.5501	64.2163
ZMYND10	0	0	0.949231	8.77408	0	0	0	0
CCRL2	0	18.9979	21.8507	1.50774e-05	0	31.1825	0	36.4267
RPL36-PS2	0	0	0	0	0	0	0	0
APPL2	113.949	35.1765	41.0379	197.849	105.57	0	83.422	99.9318
GM43416	0	0	0	0	0	0	0	21.828
TRIM46	45.5973	0	0.0153286	105.859	0	0	0	1.55493
NAA25	0.65612	5.65241	23.0422	7.15205e-05	7.33063	24.9074	9.17575	3.4037
GM45691	0	0	0	0	0	48.952	0	0
GM13017	0	0	0	0	242.035	0	0	0
CMTM8	0.2459	1.49005	7.74753	28.8719	0	7.9156	3.20756	3.59247
GM12371	0	0	0	5.10599	0	0	0	0.337546
DPM2	0	0	50.8402	0	113.219	0	108.657	9.71301
GM16004	0	0	0	0	0	0	0	0
GM27443	0	0	0	0	0	0	12.3857	1.33271
VSIG2	0.0894723	0.328707	2.19143	5.61284	0	7.0935	1.5553	6.09776
GM47408	0	0	0	0	0	0	0	0
TMEM254A	16.6684	42.8482	71.7918	92.8558	182.652	37.1367	35.4368	51.1372
OLFR943	0	0	0	0	0	0	0	0
OLFR1372-PS1	0	0	0	0	0	0	0	0
GMCL1	85.3705	39.661	168.221	122.384	79.7849	10.9449	38.4618	26.154
GM12405	0	0	0	0	0	0	0	0
4930555G07RIK	0	2.24321	0	6.26059	0	0	0	0.352313
MMAA	6.17031	0	6.09003	8.25325	26.9866	0	12.9489	8.76738
LNCBATE1	0	0	0.0101002	0.0644448	0	2.85347	1.29452	0.57924
SLA	1.96548	0	23.5065	25.9719	45.3874	0	1.25952	0
SMTN	61.0301	74.417	33.4176	8.08885	51.0118	67.7568	87.8534	65.1046
HINT2	7.71469	13.4866	15.7528	81.4593	34.4761	0.0421496	28.4314	44.7792
GM44843	0	0	17.889	0	0	0	20.602	13.2485
OLFR612	0.120049	0	0	0	0	0	0	0
TRIO	3.09129	0.137597	7.33205	18.1946	0.323631	0.114702	7.53881	9.44171
PTPRD	849.231	863.976	638.896	543.229	763.825	1270.51	764.832	1031.1
GM2348	0	0	0	0	0	0	0	0
A530064D06RIK	0	0	23.2837	15.7999	0	0	1.48898	0.644765
CHIC2	0	0	0	0	0	0	0	13.7044
GM43201	0	0	0	0	0	0	0	0
SUPV3L1	662.754	648.559	1364.51	1665.04	497.002	415.987	278.751	154.885
9630028H03RIK	0	0	0	0	0	0	0	4.48543
SLC44A2	19.4015	45.983	0	33.4429	0	43.431	0.283624	0.359823
TRPM3	9.03798	4.52209	166.704	229.751	239.122	0	79.3247	0.01931
FNDC5	0	0	0	0	0	0	0	0
3930402G23RIK	0	0	0	0	0	0	0	0
GM13021	0	0	0	0	0	0	0	10.9798
2310016G11RIK	0	0	0	0	0	0	0	0
NINJ2	0	0	0	0	0	0	6.93696e-05	0
GM16231	0	7.70268	5.03283	0	0	0	0	0.431509
ETV2	0	0	0	0	0	0	0	0
CEACAM14	0	0	0	0	0	0	0	0
METTL8	1746.79	2184.26	828.943	1563.63	782.191	1066.4	751.097	571.454
PTH1R	20.8315	0	2.73134	0	14.6449	0	2.87336	0.689945
IQGAP2	0	0	0	0	0	0	0	0
AATF	64.0806	3.73118	2.05303	9.85231	3.24056	101.002	29.7192	25.3479
GM44180	0	0	0	0	0	0	0	0
ATP5L2-PS	0.394241	14.4193	7.52887	4.62173	9.29439	10.4446	10.3027	8.18845
GM30858	0	0	0	0	0	0	0	0
SRSF4	74.3285	251.163	104.111	0	6.98497	0	56.7069	32.5077
GM21671	0	0	1.16451	0	0	0	0.0253475	0.0362554
GM48624	0	0	0	0	0	0	0	0
GM48246	21.4515	0	0	0	0	0	0	0
CFAP221	0	0	0	0	0	0	8.30007	5.26678
WFDC1	0	0	0	0.0189305	0	0	0	0.0182906
OLFR1154	0	0	0	6.98091	0	0	0	2.88145
GM6619	0	0	0	0	0	0	7.37663	9.64664
SOX6	75.0364	22.8969	70.6218	41.7494	151.988	1.787	60.3176	44.8092
GM8493	0	0	0	0	0	0	0	0
DNM3	0	19.4318	20.0282	7.43471	0	0	3.64527	18.4061
GM2287	0	0	0	0	0	0	0	0
SPACA5	0	0	0	0.110073	42.2901	49.4596	9.0875	0
A430027C01RIK	0	0	0	0	0	0	0	0.828903
KRR1	0	26.4439	2.6584	18.6347	0	13.8652	2.31764	1.64248
1810022K09RIK	0	0	0	0	0	0	0	1.20299
GM13881	0	0	12.7311	0	0	0	0	0
GM45722	0	0	0	0	0	0	0	6.18664
GM20658	0	0	0	0	0	0	0	0
OLFR566	0	0	0	0	0	0	0	0
PPP1R14D	0	0	0	0	0	0	0	0
GM14440	0	0	3.2167	0	0	0	0	1.60574
BC048502	0	0	0	0	0	0	0	0
GM10421	0	0	0	0	0	0	0	0
GM15267	0	0	0	0	0	0	0	0
3110039M20RIK	0	0	0	0	0	0	0	0
SLC39A11	24.9227	0	45.9097	29.5449	4.74276	0	0	3.85906
SSTR2	33.8654	34.2793	74.8625	48.7236	67.3096	77.8752	30.5421	45.4318
SUV39H2	0	0	0.00849668	0	0	0	0	0
DEFB48	0	0	0	0	0	0	0	0
UMAD1	0	0.0379485	0.462832	11.2197	0	0	0.00760809	3.62496
FAM220A	6.11434	0	0.0219258	10.1566	2.91415	0	7.79714	3.57892
GPD1	421.458	342.077	180.364	211.856	379.159	469.755	272.44	529.278
2210011C24RIK	0	0	0	0	0	0	0	0
ANXA11OS	0	0	0	0	0	0	0	0
MBLAC2	0.989987	5.51175	0.0090454	0.0374174	61.1709	0	1.18509	7.1471
CDC42EP4	0	0	0	0	22.9919	0	0	5.17767
GM20547	0	0	2.11163	0	0	0	0	5.34729
BCS1L	0	0	0.56087	0	0	0	3.13781	2.74106e-07
AC124606.2	0	0	0	0	0	0	0	0
GM4057	0	0	0	0	0	0	0	0
MIR1668	0	7.70541	0.0357625	0	0	0	0	1.6827
GM14277	0	0.226101	0	0	0	0	0	0
GM15787	11.5652	73.8411	4.4355	50.2694	35.8403	0	68.1334	64.8502
OLFR1099	0	0	0	0	0	0	0	0
GM34297	0	0.0550955	0	0	0	0	8.14158	13.629
MMU-MIR-7240	0	0	0	0	0	0	0	0
CLDND1	0	0	0	0	4.99126	26.268	0	0
IMMP2L	2.89203	0.0228511	6.29897	1.18406	4.75417	1.7698	2.37167	1.48091
COG1	59.8376	65.7657	6.3032	15.2824	16.6776	0	22.9964	48.7026
POU3F3	0	0	0	0	0	0	0	16.4622
GM8019	0	0	2.83496	0	0	0	1.71835	2.79977
SETDB1	107.858	48.2154	31.0474	16.2862	112.843	81.1486	71.9802	101.583
GM11488	0	0	0	0	0	0	0	0
1700084C06RIK	0	5.73467	3.07989	0	3.68628	0	1.44043	4.80428
4933424N20RIK	0	0	0	0	0	0	0	0
E030026E10RIK	0	0	0	0	0	0	0	0
GM14308	8.40956	0	0	10.4345	19.1769	0	31.5536	16.8555
TPD52L2	78.0834	179.649	122.428	110.946	115.608	70.293	37.4898	39.5728
TERB1	5.25397	0	11.2623	1.9667	4.71103	0	28.2934	17.4628
MYCT1	0	0	0	0	0	0	0	0
GM10353	0	0	0	0	0	0	0	0
GM47422	0	0	0	0	0	0	0	0
OLFR996	0	0	1.16681	0	0	0	0	0.866185
AC165954.1	93.9124	46.7619	0	34.8709	0	0	54.5786	20.8121
1700063H04RIK	0	0	10.2035	0	0	0	0	0
TTC5	63.9826	19.0307	21.8854	16.1778	60.9217	0	16.2067	13.0433
GM18873	0	0	20.6973	0	0	0	0	5.92795
TBX18	0	0	0	0	0	0	1.99943	0
SLC5A4A	6.83575	0.0191181	0.12855	3.28541	0.141596	0	1.66107	2.43105
GM8825	25.494	0	24.4285	0.380552	12.3107	5.80242	13.1527	25.1058
ENPP2	24.8447	2.74525	7.21779	9.55164	54.1796	0.833185	17.1494	21.2852
GM3883	0.0597659	0	0	0	0	0	0	6.99976
CYP2F2	0	0	0	13.5924	0	0	0	0
GM14220	0	0	0.0174556	0.0136094	0.0199785	0	0.881865	0.0299293
CBLN4	2.88966	2.06523e-05	9.32279	42.393	0	2.25307e-05	5.29266e-09	4.32196
PARP3	0	0	43.9636	0	0	0	0	8.70477
PTPRU	11.4771	57.7418	16.6051	36.4257	41.1787	705.108	69.5283	64.5982
PAK7	605.455	425.846	355.461	222.499	107.037	3.6074	225.614	203.615
CT025678.1	0	0	0	0	0	0	0	0
GM20394	0	0	0	0	0	0	0	0
GM11411	0	0	0	0	0	0	0	0
BRCA1	0	4.24611	4.11369	0	0	0	0	0
OLFR1412	4.23873	0	14.3449	20.9454	0	7.16798	3.75492	2.55368
1700028D13RIK	0	0.0289845	3.96177	7.17194	0	0	0	3.95076
SARDH	48.8736	13.2175	27.7441	35.9506	19.2258	159.944	40.2325	49.7281
WFIKKN2	8.84201	11.2508	7.32803	17.3379	18.1777	0	3.37337	9.31048
MED30	28.0948	35.0793	136.422	118.915	25.3308	53.5835	11.6674	11.1434
GM13450	0	0	0	0	0	0	0	0
ZBTB44	7.97454	0.569026	4.05911	4.72614	0	32.5436	2.36803	4.37443
SVBP	6.75521	0	55.6818	71.7258	98.3016	1.22535e-07	11.6424	62.5189
CRB1	13.9332	0	74.6313	35.7823	0	198.061	64.674	40.9766
OOEP	0	0	0	2.74976	9.86298	0	1.75152	2.30501
GM6164	0	0	0	0	0	0	0	0
BCL2A1C	0	0	0	0	0	0	0	0
LTF	0.109691	0	0	0.0102281	0	0	1.08816	3.73426
CADM1	56.76	162.751	5.5258	127.528	0.0492943	0.204935	0.779511	85.8005
DNAJB6	0	22.4893	3.11648	12.2208	9.64649	0	3.91288	0
CEACAM16	0	17.7061	9.41206	0.64751	0	0	0.0763188	12.106
GM21937	0	0	0	0	0	0	0	0
VMN2R-PS88	0	0	0	0	0	0	0	0
1700054K02RIK	0	0.0188569	29.9733	20.4592	0	0	0	0.00528262
MMU-MIR-7679	0	0	7.50224	0.490469	0	0	5.39343	2.30122
AC154249.1	0	0	0	0	0	0	0	0
GM5689	0	0	0	0	0	0	0	0
2410024N13RIK	0	0	0	0	0	0	0	0
GM48538	0	44.7698	0	0	0	0	0	0
GM8352	0	0	0	0	0	0	0	0
TRAV13N-2	0	0.206969	0	0.119844	0	0	10.9166	0.0581231
P2RY2	0	0	0	0	0	0	0	0
XLR3B	13.3427	49.8798	25.2549	0	82.8752	78.8317	0	37.8232
SF1	82.2715	315.132	308.62	668.314	64.7555	29.9902	227.246	418.537
GM15946	24.1783	9.60926	7.80638	37.0055	25.9937	37.0386	11.7589	0
NUDT7	0	0	0	0	0	33.4451	0	0
GM16198	9.89373	0	0	0	0	0	11.7148	0
TGM4	47.3234	37.472	0.625716	10.2479	23.6301	0.507512	35.7506	44.0946
GM6946	0	0	0	0	0	0	0	0
GM5703	0	0	0	0	53.6585	0	0	0
GM19186	0	0	0	0	0	0	0	0
GM37845	0	0	0.509435	0	0	0	0	0
VMN2R82	0	0	0	0	0	0	0	0
GM14382	0	0	0	0	0	0	0	0
GM15432	0	0	0	0	0	0	0	0
NODAL	0	0	0	0	0	0	0	0
GM15398	0	0	0	0	0	0	0	0
UBE2L3-PS1	34.7447	0	0	0	0	0	0	10.4018
ABCA8A	4.72895	0	2.59479	0	9.03384	9.98151	0	24.8762
GM48475	0	0	0	0	0	0	0	0
RNPC3	76.2631	0	1.06841	2.06589	15.9524	0	9.40633	45.0259
GM45213	0	0	0	0	0.0841532	0	4.32395	4.22496
MCF2L	89.8938	190.63	144.476	79.2186	37.7434	217.288	51.7844	61.4336
GM39147	0.2514	0	0.0144396	0.0141217	0	0.066481	0.0460653	0.56332
TRAV13D-4	0	0.193217	0	46.4985	0	0	14.2438	0
B3GALT4	10.4062	10.9802	0	0	2.59872	0	5.77797	0
MREG	0	0	0	0	0	0	0.110105	2.22052
2010109A12RIK	0	0	0	0	0	0	0	0
THRAP3	280.253	56.1639	65.1447	141.692	121.238	25.8221	83.8786	159.951
GM10571	0	0	0	0	0	0	0	0
GM30946	0	0	0	0	0	0	0	0
MINDY2	0	0	0.0125932	0.0530244	0.0509298	0	0	0.527167
GM21320	0	0	7.48077	0	0	0	0	3.66205
PTN	0	0	0	0	0	0	0	0
GM12936	0	0	0	0	0	0	0	0
SLC39A12	0	0	14.9704	45.2966	0	0	15.538	1.09496
TNRC18	1.56757	14.038	10.0234	3.92563	0	0.406591	0.22643	39.2363
GPC1	0	0	0	0	0	0	0.028752	0.414173
ATP6V1E1	29.5801	59.4434	12.9657	18.0626	40.4254	24.4673	94.9102	30.9795
GRIA2	0	7.47236	31.0286	9.51025	11.9995	43.0992	42.5621	18.9801
GM4792	0	0	0	0	0	0	0	0
CCDC30	105.095	10.4149	84.1255	76.5489	44.4103	152.821	77.2265	71.0927
EMG1	5.55909	227.229	0.874154	4.96165	0	0	0	0
CYP2G1	0	0	0.23162	0	0	0.0547378	3.26283	0.16582
SMAD9	0	0	0	0	0	0	0	0
MYH1	71.2293	0	46.3113	61.7007	0	0	0	0
NT5DC1	39.3992	67.7558	70.4159	115.247	86.3645	79.9685	68.0737	79.0968
ARID2	16.6378	7.15387	14.403	0	0	22.4334	5.16188	14.6337
GM29398	0	0	0	0	126.914	346.307	0	0
GM34558	0	0	0.0342841	0	0	0	0	0
PCGF2	56.0316	194.446	191.949	83.1688	299.546	0.307538	49.6675	76.0405
DALIR	0	0	0	0	0	0	0	0
VMN1R232	11.9549	0	0	0	0	53.9823	0	4.17255
OLFR576	0	0	0	0	0	0	0	0
TEC	0	0.17607	2.47152e-10	0.134328	0.00411867	0	0.000137112	18.4169
RPS2	7.65227	17.375	13.914	8.05184	30.8844	10.9851	16.5196	5.31762
GM48142	0	0	0	0	0	0	0	0
GM27016	0	0	0	0	0	0	0	0
NTS	0	0	0	0	0	0	0.0109618	0
GSE1	2.27747	0	19.7322	4.88244	1.27649	0	3.40118	3.50947
PLAG1	0	0	0	0	0	0	3.22854	0
TBC1D1	0	0	0	0	19.0513	0	10.9221	33.957
GM43582	0	0	0	0	0	0	0	0
GM10576	0	0	0	0	0	0	0	0
CAAA01216754.3	0	0	0	0	0	0	0	0
APOO	0	0	2.41598	0	0	0	7.59466	1.65285
SMARCA4	33.2364	0	41.9511	18.0362	38.548	5.34211	54.0453	16.8451
GM9837	0	0	0	0	0	0	0	0
GM37435	0	0	0	0	0	0	0	0
